Title,Number,URL,Price,EvaluationClass,Genre
Grandes Inc,3261,https://walletinvestor.com//tse-stock-forecast/3261-stock-prediction,433,上出来,不動産業
Isamu Paint Co Ltd,4624,https://walletinvestor.com//tse-stock-forecast/4624-stock-prediction,"3,440",上出来,化学
NEXT FUNDS MSCI Japan Empowering Women Select Index Exchange Traded Fund,2518,https://walletinvestor.com//tse-stock-forecast/2518-stock-prediction,,,
Taihei Machinery Works Ltd,6342,https://walletinvestor.com//tse-stock-forecast/6342-stock-prediction,"3,410",上出来,機械
Fujicopian Co Ltd,7957,https://walletinvestor.com//tse-stock-forecast/7957-stock-prediction,"1,548",上出来,その他製品
Yokohama Gyorui Co Ltd,7443,https://walletinvestor.com//tse-stock-forecast/7443-stock-prediction,610,上出来,卸売業
Pacific Systems Corp,3847,https://walletinvestor.com//tse-stock-forecast/3847-stock-prediction,"3,960",上出来,情報・通信業
Keiyo Gas Co Ltd,9539,https://walletinvestor.com//tse-stock-forecast/9539-stock-prediction,"2,763",上出来,電気・ガス
Yoshitake Inc,6488,https://walletinvestor.com//tse-stock-forecast/6488-stock-prediction,918,上出来,機械
Banners Co Ltd,3011,https://walletinvestor.com//tse-stock-forecast/3011-stock-prediction,163,普通,小売業
Tenmaya Store Co Ltd,9846,https://walletinvestor.com//tse-stock-forecast/9846-stock-prediction,"1,031",普通,小売業
Fujix Ltd,3600,https://walletinvestor.com//tse-stock-forecast/3600-stock-prediction,"1,781",上出来,繊維製品
Sankyo Kasei Corp,8138,https://walletinvestor.com//tse-stock-forecast/8138-stock-prediction,"3,190",悪い,卸売業
Toyo Asano Foundation Co Ltd,5271,https://walletinvestor.com//tse-stock-forecast/5271-stock-prediction,"2,166",上出来,ガラス・土石
Hokuriku Gas Co Ltd,9537,https://walletinvestor.com//tse-stock-forecast/9537-stock-prediction,"3,475",悪い,電気・ガス
Japan Reliance Service Corp,4664,https://walletinvestor.com//tse-stock-forecast/4664-stock-prediction,720,上出来,サービス業
Broadcasting System of Niigata Inc,9408,https://walletinvestor.com//tse-stock-forecast/9408-stock-prediction,"1,600",悪い,情報・通信業
Ota Floriculture Auction Co Ltd,7555,https://walletinvestor.com//tse-stock-forecast/7555-stock-prediction,800,悪い,卸売業
Keifuku Electric Railroad Co Ltd,9049,https://walletinvestor.com//tse-stock-forecast/9049-stock-prediction,"6,020",上出来,陸運業
Powdertech Co Ltd,5695,https://walletinvestor.com//tse-stock-forecast/5695-stock-prediction,"2,459",悪い,鉄鋼
Ogura Clutch Co Ltd,6408,https://walletinvestor.com//tse-stock-forecast/6408-stock-prediction,"3,380",悪い,機械
Forlife Co Ltd,3477,https://walletinvestor.com//tse-stock-forecast/3477-stock-prediction,619,悪い,不動産業
Kohsai Co Ltd,7878,https://walletinvestor.com//tse-stock-forecast/7878-stock-prediction,"2,454",上出来,その他製品
Tenox Corp,1905,https://walletinvestor.com//tse-stock-forecast/1905-stock-prediction,"1,156",悪い,建設業
Okano Valve Mfg. Co Ltd,6492,https://walletinvestor.com//tse-stock-forecast/6492-stock-prediction,"4,190",悪い,機械
Tokuden Co Ltd,3437,https://walletinvestor.com//tse-stock-forecast/3437-stock-prediction,"2,498",悪い,金属製品
General Packer Co Ltd,6267,https://walletinvestor.com//tse-stock-forecast/6267-stock-prediction,"2,985",悪い,機械
Yamada Corp,6392,https://walletinvestor.com//tse-stock-forecast/6392-stock-prediction,"6,010",普通,機械
Buffalo Co Ltd,3352,https://walletinvestor.com//tse-stock-forecast/3352-stock-prediction,"1,372",上出来,小売業
Mitsuchi Corp,3439,https://walletinvestor.com//tse-stock-forecast/3439-stock-prediction,815,上出来,金属製品
Mammy Mart Corp,9823,https://walletinvestor.com//tse-stock-forecast/9823-stock-prediction,"4,865",悪い,小売業
Tosnet Corp,4754,https://walletinvestor.com//tse-stock-forecast/4754-stock-prediction,"1,248",上出来,サービス業
Moriya Corp,1798,https://walletinvestor.com//tse-stock-forecast/1798-stock-prediction,"3,940",上出来,建設業
Takeda Machinery Co Ltd,6150,https://walletinvestor.com//tse-stock-forecast/6150-stock-prediction,"3,350",上出来,機械
YTL Corporation Bhd,1773,https://walletinvestor.com//tse-stock-forecast/1773-stock-prediction,,,
Kudo Corp,1764,https://walletinvestor.com//tse-stock-forecast/1764-stock-prediction,"2,599",悪い,建設業
Imamura Securities Co Ltd,7175,https://walletinvestor.com//tse-stock-forecast/7175-stock-prediction,,,
Uematsu Shokai Co Ltd,9914,https://walletinvestor.com//tse-stock-forecast/9914-stock-prediction,"1,169",上出来,卸売業
Interspace Co Ltd,2122,https://walletinvestor.com//tse-stock-forecast/2122-stock-prediction,921,悪い,サービス業
Takase Corp,9087,https://walletinvestor.com//tse-stock-forecast/9087-stock-prediction,－,悪い,陸運業
Sanrin Co Ltd,7486,https://walletinvestor.com//tse-stock-forecast/7486-stock-prediction,708,上出来,卸売業
Kyoto Tool Co Ltd,5966,https://walletinvestor.com//tse-stock-forecast/5966-stock-prediction,"2,796",上出来,金属製品
eMnet Japan Co Ltd,7036,https://walletinvestor.com//tse-stock-forecast/7036-stock-prediction,"1,282",普通,サービス業
Nihon Housing Co Ltd,4781,https://walletinvestor.com//tse-stock-forecast/4781-stock-prediction,"1,060",上出来,サービス業
Moonbat Co Ltd,8115,https://walletinvestor.com//tse-stock-forecast/8115-stock-prediction,777,上出来,卸売業
BCC Co. Ltd.,7376,https://walletinvestor.com//tse-stock-forecast/7376-stock-prediction,"1,850",悪い,サービス業
Tohokushinsha Film Corp,2329,https://walletinvestor.com//tse-stock-forecast/2329-stock-prediction,"1,445",悪い,情報・通信業
Suido Kiko Kaisha Ltd,6403,https://walletinvestor.com//tse-stock-forecast/6403-stock-prediction,"1,612",悪い,機械
Nikken Kogaku Co Ltd,9767,https://walletinvestor.com//tse-stock-forecast/9767-stock-prediction,－,悪い,サービス業
Rinko Corp,9355,https://walletinvestor.com//tse-stock-forecast/9355-stock-prediction,"1,840",悪い,倉庫・運輸
Okayama Paper Industries Co Ltd,3892,https://walletinvestor.com//tse-stock-forecast/3892-stock-prediction,"1,700",上出来,パルプ・紙
Chuokeizai Sha Holdings Inc,9476,https://walletinvestor.com//tse-stock-forecast/9476-stock-prediction,526,悪い,情報・通信業
Sanyu Construction Co Ltd,1841,https://walletinvestor.com//tse-stock-forecast/1841-stock-prediction,"1,033",上出来,建設業
AuBEX Corp,3583,https://walletinvestor.com//tse-stock-forecast/3583-stock-prediction,967,悪い,繊維製品
Seki Co Ltd,7857,https://walletinvestor.com//tse-stock-forecast/7857-stock-prediction,"1,352",悪い,その他製品
Nihon Shokuhin Kako Co Ltd,2892,https://walletinvestor.com//tse-stock-forecast/2892-stock-prediction,"4,625",普通,食料品
Showa Paxxs Corp,3954,https://walletinvestor.com//tse-stock-forecast/3954-stock-prediction,"1,892",悪い,パルプ・紙
Ahjikan Co Ltd,2907,https://walletinvestor.com//tse-stock-forecast/2907-stock-prediction,"1,196",上出来,食料品
Sekichu Co Ltd,9976,https://walletinvestor.com//tse-stock-forecast/9976-stock-prediction,"1,282",悪い,小売業
Fushiki Kairiku Unso Co Ltd,9361,https://walletinvestor.com//tse-stock-forecast/9361-stock-prediction,"1,605",悪い,倉庫・運輸
Ohmura Shigyo Co Ltd,3953,https://walletinvestor.com//tse-stock-forecast/3953-stock-prediction,805,上出来,パルプ・紙
Clip Corp,4705,https://walletinvestor.com//tse-stock-forecast/4705-stock-prediction,944,上出来,サービス業
Akasaka Diesels Ltd,6022,https://walletinvestor.com//tse-stock-forecast/6022-stock-prediction,"2,453",悪い,機械
Seven Industries Co Ltd,7896,https://walletinvestor.com//tse-stock-forecast/7896-stock-prediction,520,悪い,その他製品
Daiken Co Ltd,5900,https://walletinvestor.com//tse-stock-forecast/5900-stock-prediction,868,上出来,金属製品
Aida Sekkei Co.Ltd.,2990,https://walletinvestor.com//tse-stock-forecast/2990-stock-prediction,,,
Saibo Co Ltd,3123,https://walletinvestor.com//tse-stock-forecast/3123-stock-prediction,532,上出来,繊維製品
Yamato Industry Co Ltd,7886,https://walletinvestor.com//tse-stock-forecast/7886-stock-prediction,903,悪い,化学
Terasaki Electric Co Ltd,6637,https://walletinvestor.com//tse-stock-forecast/6637-stock-prediction,"2,515",上出来,電気機器
Tokatsu Holdings Co Ltd,2754,https://walletinvestor.com//tse-stock-forecast/2754-stock-prediction,508,普通,小売業
Odawara Auto-Machine Mfg Co Ltd,7314,https://walletinvestor.com//tse-stock-forecast/7314-stock-prediction,"1,011",普通,輸送用機器
Daisui Co Ltd,7538,https://walletinvestor.com//tse-stock-forecast/7538-stock-prediction,339,上出来,卸売業
Toami Corp,5973,https://walletinvestor.com//tse-stock-forecast/5973-stock-prediction,582,上出来,金属製品
Access Group Holdings Co Ltd,7042,https://walletinvestor.com//tse-stock-forecast/7042-stock-prediction,,,
Seiryo Electric Corp,4341,https://walletinvestor.com//tse-stock-forecast/4341-stock-prediction,944,上出来,サービス業
Lihit Lab Inc,7975,https://walletinvestor.com//tse-stock-forecast/7975-stock-prediction,974,上出来,その他製品
NEXT NOTES Stoxx Asean Five Select Dividend 50 Net Return,2043,https://walletinvestor.com//tse-stock-forecast/2043-stock-prediction,,,
Sakura KCS Corp,4761,https://walletinvestor.com//tse-stock-forecast/4761-stock-prediction,964,上出来,情報・通信業
NittoBest Corp,2877,https://walletinvestor.com//tse-stock-forecast/2877-stock-prediction,845,上出来,食料品
Daiwa Motor Transportation Co Ltd,9082,https://walletinvestor.com//tse-stock-forecast/9082-stock-prediction,"1,004",悪い,陸運業
Nippon Primex Inc,2795,https://walletinvestor.com//tse-stock-forecast/2795-stock-prediction,820,上出来,卸売業
Nihon Kogyo Co Ltd,5279,https://walletinvestor.com//tse-stock-forecast/5279-stock-prediction,912,上出来,ガラス・土石
Sougou Shouken Co Ltd,7850,https://walletinvestor.com//tse-stock-forecast/7850-stock-prediction,952,上出来,その他製品
Oriental Chain Mfg Co Ltd,6380,https://walletinvestor.com//tse-stock-forecast/6380-stock-prediction,"1,758",上出来,機械
Katsuragawa Electric Co Ltd,6416,https://walletinvestor.com//tse-stock-forecast/6416-stock-prediction,－,上出来,機械
Atomix Co Ltd,4625,https://walletinvestor.com//tse-stock-forecast/4625-stock-prediction,712,上出来,化学
Seiko Corp,6286,https://walletinvestor.com//tse-stock-forecast/6286-stock-prediction,755,上出来,機械
Tanaka Seimitsu Kogyo Co Ltd,7218,https://walletinvestor.com//tse-stock-forecast/7218-stock-prediction,"1,402",普通,輸送用機器
Nansin Co Ltd,7399,https://walletinvestor.com//tse-stock-forecast/7399-stock-prediction,579,上出来,輸送用機器
ABF Pan Asia Bond Index,1349,https://walletinvestor.com//tse-stock-forecast/1349-stock-prediction,,,
Saylor Advertising Inc,2156,https://walletinvestor.com//tse-stock-forecast/2156-stock-prediction,318,上出来,サービス業
NEXT NOTES S&P/JPX Dividend Aristocrats Index USD Hedged NTR ETN,2065,https://walletinvestor.com//tse-stock-forecast/2065-stock-prediction,,,
NEXT NOTES Nomura Japan Equity High Dividend,2048,https://walletinvestor.com//tse-stock-forecast/2048-stock-prediction,,,
Daiwa Japan JPX-Nikkei 400 Leveraged,1464,https://walletinvestor.com//tse-stock-forecast/1464-stock-prediction,,,
NZAM ETF Nikkei 225,2525,https://walletinvestor.com//tse-stock-forecast/2525-stock-prediction,,,
NZAM ETF JPX-Nikkei400,2526,https://walletinvestor.com//tse-stock-forecast/2526-stock-prediction,,,
Daiwa FTSE Blossom Japan,1654,https://walletinvestor.com//tse-stock-forecast/1654-stock-prediction,,,
Daiwa MSCI Japan ESG Select Leaders,1653,https://walletinvestor.com//tse-stock-forecast/1653-stock-prediction,,,
Daiwa ETF MSCI Japan Human and Physical Investment Index,1479,https://walletinvestor.com//tse-stock-forecast/1479-stock-prediction,,,
NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund,1480,https://walletinvestor.com//tse-stock-forecast/1480-stock-prediction,,,
DIAM JPX Nikkei 400,1474,https://walletinvestor.com//tse-stock-forecast/1474-stock-prediction,,,
Daiwa MSCI Japan Empowering Women,1652,https://walletinvestor.com//tse-stock-forecast/1652-stock-prediction,,,
MAXIS TOPIX Ex-Financials ETF,2523,https://walletinvestor.com//tse-stock-forecast/2523-stock-prediction,,,
Listed Index Fund Japanese Economy Contributor Stocks,1481,https://walletinvestor.com//tse-stock-forecast/1481-stock-prediction,,,
SMDS SMDAM NIKKEI225 ETF,1397,https://walletinvestor.com//tse-stock-forecast/1397-stock-prediction,,,
iShares MSCI Japan Minimum Volatility ex-REITs ETF,1477,https://walletinvestor.com//tse-stock-forecast/1477-stock-prediction,,,
NEXT NOTES AI Companies 70 Net Total Return,2067,https://walletinvestor.com//tse-stock-forecast/2067-stock-prediction,,,
Nikko MSCI Japan Equity High Dividend Low Volatility,1399,https://walletinvestor.com//tse-stock-forecast/1399-stock-prediction,,,
iShares JPX/S&P CAPEX & Human Capital ETF,1483,https://walletinvestor.com//tse-stock-forecast/1483-stock-prediction,,,
MAXIS JPX-Nikkei Mid and Small Cap,1492,https://walletinvestor.com//tse-stock-forecast/1492-stock-prediction,,,
Simple-X NY Dow Jones Index ETF,1679,https://walletinvestor.com//tse-stock-forecast/1679-stock-prediction,,,
NEXT FUNDS TOPIX-17 Foods,1617,https://walletinvestor.com//tse-stock-forecast/1617-stock-prediction,,,
Daiwa JPX-Nikkei 400,1599,https://walletinvestor.com//tse-stock-forecast/1599-stock-prediction,,,
NZAM TOPIX Ex-Financials,1596,https://walletinvestor.com//tse-stock-forecast/1596-stock-prediction,,,
NEXT FUNDS International Equity MSCI-KOKUSAI Yen-Hedged,2514,https://walletinvestor.com//tse-stock-forecast/2514-stock-prediction,,,
NEXT FUNDS TOPIX-17 Retail Trade,1630,https://walletinvestor.com//tse-stock-forecast/1630-stock-prediction,,,
NEXT FUNDS Nikkei-JPX Platinum Index Linked Exchange Traded Fund,1682,https://walletinvestor.com//tse-stock-forecast/1682-stock-prediction,,,
NEXT FUNDS TOPIX-17 Machinery,1624,https://walletinvestor.com//tse-stock-forecast/1624-stock-prediction,,,
NEXT FUNDS TOPIX-17 Construct & Material,1619,https://walletinvestor.com//tse-stock-forecast/1619-stock-prediction,,,
Listed Index Fund TOPIX Ex-Financials,1586,https://walletinvestor.com//tse-stock-forecast/1586-stock-prediction,,,
Daiwa TOPIX Ex-Financials,1585,https://walletinvestor.com//tse-stock-forecast/1585-stock-prediction,,,
NEXT NOTES S&P Singapore REIT Net Total Return,2045,https://walletinvestor.com//tse-stock-forecast/2045-stock-prediction,,,
NEXT FUNDS TOPIX-17 Real Estate,1633,https://walletinvestor.com//tse-stock-forecast/1633-stock-prediction,,,
Nomura Nikkei 300 Listed,1319,https://walletinvestor.com//tse-stock-forecast/1319-stock-prediction,,,
JASDAQ-Top20,1551,https://walletinvestor.com//tse-stock-forecast/1551-stock-prediction,,,
Listed Index Fund International Bond,1677,https://walletinvestor.com//tse-stock-forecast/1677-stock-prediction,,,
Listed Fund MSCI Japan Equity High Dividend Low Volatility Beta Hedged,1490,https://walletinvestor.com//tse-stock-forecast/1490-stock-prediction,,,
Bank of Japan,8301,https://walletinvestor.com//tse-stock-forecast/8301-stock-prediction,,,
NEXT NOTES KOSPI 200 Leverage,2033,https://walletinvestor.com//tse-stock-forecast/2033-stock-prediction,,,
Listed Index Fund China A Share CSI300,1322,https://walletinvestor.com//tse-stock-forecast/1322-stock-prediction,,,
NZAM ETF J-REIT Core Index,2527,https://walletinvestor.com//tse-stock-forecast/2527-stock-prediction,,,
Daiwa Tokyo Stock Exchange REIT Core Index,2528,https://walletinvestor.com//tse-stock-forecast/2528-stock-prediction,,,
SMDS SMDAM REIT Index ETF,1398,https://walletinvestor.com//tse-stock-forecast/1398-stock-prediction,,,
MAXIS HuaAn China Equity,2530,https://walletinvestor.com//tse-stock-forecast/2530-stock-prediction,,,
Listed Index Fund Asian REIT,1495,https://walletinvestor.com//tse-stock-forecast/1495-stock-prediction,,,
One ETF Southern China A-Share CSI 500,2553,https://walletinvestor.com//tse-stock-forecast/2553-stock-prediction,,,
Daiwa Japan JPX-Nikkei 400 Inverse,1465,https://walletinvestor.com//tse-stock-forecast/1465-stock-prediction,,,
21LADY Co. Ltd.,3346,https://www.marketwatch.com/investing/Stock/3346?countryCode=JP,90,悪い,小売業
Agent Insurance Group Inc.,5836,https://www.marketwatch.com/investing/Stock/5836?countryCode=JP,"1,370",上出来,保険業
AHC Group Inc.,7083,https://www.marketwatch.com/investing/Stock/7083?countryCode=JP,848,上出来,サービス業
AIAI Group Corp.,6557,https://www.marketwatch.com/investing/Stock/6557?countryCode=JP,"1,295",上出来,サービス業
Aichi Electric Co. Ltd.,6623,https://www.marketwatch.com/investing/Stock/6623?countryCode=JP,"4,215",悪い,電気機器
Amana Inc.,2402,https://www.marketwatch.com/investing/Stock/2402?countryCode=JP,,,
Amaze Co. Ltd.,6076,https://www.marketwatch.com/investing/Stock/6076?countryCode=JP,"1,218",悪い,サービス業
AmidA Holdings Co. Ltd.,7671,https://www.marketwatch.com/investing/Stock/7671?countryCode=JP,,,
Amifa Co. Ltd.,7800,https://www.marketwatch.com/investing/Stock/7800?countryCode=JP,639,上出来,その他製品
arara inc.,4015,https://www.marketwatch.com/investing/Stock/4015?countryCode=JP,,,
Arcland Service Holdings Co. Ltd.,3085,https://www.marketwatch.com/investing/Stock/3085?countryCode=JP,,,
ArkCore Inc.,3384,https://www.marketwatch.com/investing/Stock/3384?countryCode=JP,513,悪い,卸売業
Arteria Networks Corp.,4423,https://www.marketwatch.com/investing/Stock/4423?countryCode=JP,,,
ArtGreen Co. Ltd.,3419,https://www.marketwatch.com/investing/Stock/3419?countryCode=JP,"1,800",上出来,卸売業
Asahi-Seiki Manufacturing Co. Ltd.,6111,https://www.marketwatch.com/investing/Stock/6111?countryCode=JP,"2,200",悪い,機械
Asakuma Co. Ltd.,7678,https://www.marketwatch.com/investing/Stock/7678?countryCode=JP,,,
Aska Corp.,7227,https://www.marketwatch.com/investing/Stock/7227?countryCode=JP,"1,350",悪い,輸送用機器
ASNOVA Co. Ltd.,9223,https://www.marketwatch.com/investing/Stock/9223?countryCode=JP,"1,144",上出来,サービス業
Axas Holdings Co. Ltd.,3536,https://www.marketwatch.com/investing/Stock/3536?countryCode=JP,134,上出来,小売業
Axis Co. Ltd.,4012,https://www.marketwatch.com/investing/Stock/4012?countryCode=JP,"1,613",上出来,情報・通信業
B&P Co. Ltd.,7804,https://www.marketwatch.com/investing/Stock/7804?countryCode=JP,"1,800",上出来,その他製品
Balmuda Inc.,6612,https://www.marketwatch.com/investing/Stock/6612?countryCode=JP,"1,308",上出来,電気機器
Bank of Kyoto Ltd.,8369,https://www.marketwatch.com/investing/Stock/8369?countryCode=JP,,,
Base Co. Ltd.,4481,https://www.marketwatch.com/investing/Stock/4481?countryCode=JP,"3,480",上出来,情報・通信業
Being Holdings Co. Ltd.,9145,https://www.marketwatch.com/investing/Stock/9145?countryCode=JP,"2,525",上出来,陸運業
Betrend Corp.,4020,https://www.marketwatch.com/investing/Stock/4020?countryCode=JP,760,悪い,情報・通信業
Broccoli Co. Ltd.,2706,https://www.marketwatch.com/investing/Stock/2706?countryCode=JP,,,
Bunkeido Co. Ltd.,9471,https://www.marketwatch.com/investing/Stock/9471?countryCode=JP,"1,181",悪い,情報・通信業
Business One Holdings Inc.,4827,https://www.marketwatch.com/investing/Stock/4827?countryCode=JP,705,上出来,不動産業
Cacco Inc.,4166,https://www.marketwatch.com/investing/Stock/4166?countryCode=JP,736,悪い,情報・通信業
Career Bank Co. Ltd.,4834,https://www.marketwatch.com/investing/Stock/4834?countryCode=JP,"1,220",悪い,サービス業
CellSource Co. Ltd.,4880,https://www.marketwatch.com/investing/Stock/4880?countryCode=JP,"1,482",悪い,医薬品
Central Forest Group Inc.,7675,https://www.marketwatch.com/investing/Stock/7675?countryCode=JP,－,普通,卸売業
Chikuho Bank Ltd.,8398,https://www.marketwatch.com/investing/Stock/8398?countryCode=JP,"1,595",上出来,銀行業
Chita Kogyo Co. Ltd.,5993,https://www.marketwatch.com/investing/Stock/5993?countryCode=JP,"1,000",悪い,金属製品
Chubu Suisan Co. Ltd.,8145,https://www.marketwatch.com/investing/Stock/8145?countryCode=JP,"2,580",上出来,卸売業
Chubu-Nippon Broadcasting Co. Ltd.,9402,https://www.marketwatch.com/investing/Stock/9402?countryCode=JP,725,上出来,情報・通信業
Chuo Malleable Iron Co. Ltd.,5607,https://www.marketwatch.com/investing/Stock/5607?countryCode=JP,505,上出来,鉄鋼
Chuo Seisakusho Ltd.,6846,https://www.marketwatch.com/investing/Stock/6846?countryCode=JP,－,上出来,電気機器
Chuoh Pack Industry Co. Ltd.,3952,https://www.marketwatch.com/investing/Stock/3952?countryCode=JP,"1,443",悪い,パルプ・紙
Commerce One Holdings Inc.,4496,https://www.marketwatch.com/investing/Stock/4496?countryCode=JP,830,上出来,情報・通信業
CommSeed Corp.,3739,https://www.marketwatch.com/investing/Stock/3739?countryCode=JP,,,
Computer Management Co. Ltd.,4491,https://www.marketwatch.com/investing/Stock/4491?countryCode=JP,"1,583",悪い,情報・通信業
Crestec Inc.,7812,https://www.marketwatch.com/investing/Stock/7812?countryCode=JP,"1,906",悪い,その他製品
Cyber Com Co. Ltd.,3852,https://www.marketwatch.com/investing/Stock/3852?countryCode=JP,,,
Cyber Security Cloud Inc.,4493,https://www.marketwatch.com/investing/Stock/4493?countryCode=JP,"2,864",上出来,情報・通信業
Cybernet Systems Co. Ltd.,4312,https://www.marketwatch.com/investing/Stock/4312?countryCode=JP,,,
DaieiSangyo Co. Ltd.,2974,https://www.marketwatch.com/investing/Stock/2974?countryCode=JP,"1,216",普通,不動産業
Daiichi Koutsu Sangyo Co. Ltd.,9035,https://www.marketwatch.com/investing/Stock/9035?countryCode=JP,856,悪い,陸運業
Daiken Corp.,7905,https://www.marketwatch.com/investing/Stock/7905?countryCode=JP,,,
DDS Inc.,3782,https://www.marketwatch.com/investing/Stock/3782?countryCode=JP,,,
Direct Marketing MIX Inc.,7354,https://www.marketwatch.com/investing/Stock/7354?countryCode=JP,312,悪い,サービス業
DM Solutions Co. Ltd.,6549,https://www.marketwatch.com/investing/Stock/6549?countryCode=JP,"1,345",上出来,サービス業
Ecology & Combustion Inc.,6225,https://www.marketwatch.com/investing/Stock/6225?countryCode=JP,"1,090",上出来,機械
Ecomic Co. Ltd.,3802,https://www.marketwatch.com/investing/Stock/3802?countryCode=JP,466,上出来,情報・通信業
Econos Co. Ltd.,3136,https://www.marketwatch.com/investing/Stock/3136?countryCode=JP,657,上出来,小売業
Enechange Ltd.,4169,https://www.marketwatch.com/investing/Stock/4169?countryCode=JP,,,
ESPOIR Co. Ltd.,3260,https://www.marketwatch.com/investing/Stock/3260?countryCode=JP,"2,897",上出来,不動産業
Fast Fitness Japan Inc.,7092,https://www.marketwatch.com/investing/Stock/7092?countryCode=JP,"1,111",普通,サービス業
Ficha Inc.,4052,https://www.marketwatch.com/investing/Stock/4052?countryCode=JP,844,上出来,情報・通信業
Founder's Consultants Holdings Inc.,6542,https://www.marketwatch.com/investing/Stock/6542?countryCode=JP,915,普通,サービス業
Frontier Inc.,4250,https://www.marketwatch.com/investing/Stock/4250?countryCode=JP,"1,235",上出来,化学
Fuji Hensokuki Co. Ltd.,6295,https://www.marketwatch.com/investing/Stock/6295?countryCode=JP,307,普通,機械
Fuji Japan Co. Ltd.,1449,https://www.marketwatch.com/investing/Stock/1449?countryCode=JP,280,上出来,建設業
Fuji Seiko Ltd.,6142,https://www.marketwatch.com/investing/Stock/6142?countryCode=JP,"1,680",上出来,機械
Fuji Soft Service Bureau Inc.,6188,https://www.marketwatch.com/investing/Stock/6188?countryCode=JP,,,
Fukuoka Chuo Bank Ltd.,8540,https://www.marketwatch.com/investing/Stock/8540?countryCode=JP,,,
Fukushima Printing Co. Ltd.,7870,https://www.marketwatch.com/investing/Stock/7870?countryCode=JP,434,普通,その他製品
FunPep Co. Ltd.,4881,https://www.marketwatch.com/investing/Stock/4881?countryCode=JP,,,
Fusion Co. Ltd.,3977,https://www.marketwatch.com/investing/Stock/3977?countryCode=JP,535,悪い,情報・通信業
GaiaX Co. Ltd.,3775,https://www.marketwatch.com/investing/Stock/3775?countryCode=JP,392,悪い,情報・通信業
Genetec Corp.,4492,https://www.marketwatch.com/investing/Stock/4492?countryCode=JP,"1,009",上出来,情報・通信業
Geocode Co. Ltd.,7357,https://www.marketwatch.com/investing/Stock/7357?countryCode=JP,632,悪い,サービス業
Geolocation Technology Inc.,4018,https://www.marketwatch.com/investing/Stock/4018?countryCode=JP,708,上出来,情報・通信業
Giga Prize Co. Ltd.,3830,https://www.marketwatch.com/investing/Stock/3830?countryCode=JP,,,
Global Information Inc.,4171,https://www.marketwatch.com/investing/Stock/4171?countryCode=JP,"1,412",普通,情報・通信業
Golf Do Co. Ltd.,3032,https://www.marketwatch.com/investing/Stock/3032?countryCode=JP,382,悪い,小売業
Graphico Inc.,4930,https://www.marketwatch.com/investing/Stock/4930?countryCode=JP,"2,672",上出来,化学
Green Cross Co. Ltd.,7533,https://www.marketwatch.com/investing/Stock/7533?countryCode=JP,"1,247",上出来,卸売業
Hamayuu Co. Ltd.,7682,https://www.marketwatch.com/investing/Stock/7682?countryCode=JP,"4,025",上出来,小売業
HCS Holdings Co. Ltd.,4200,https://www.marketwatch.com/investing/Stock/4200?countryCode=JP,,,
Higashimaru Co. Ltd.,2058,https://www.marketwatch.com/investing/Stock/2058?countryCode=JP,"1,004",悪い,食料品
Hikari Heights-VARUS Co. Ltd.,2137,https://www.marketwatch.com/investing/Stock/2137?countryCode=JP,－,上出来,サービス業
Hirayama Holdings Co. Ltd.,7781,https://www.marketwatch.com/investing/Stock/7781?countryCode=JP,"1,171",上出来,精密機器
Hobonichi Co. Ltd.,3560,https://www.marketwatch.com/investing/Stock/3560?countryCode=JP,"3,555",上出来,小売業
Hokkai Electrical Construction Co. Inc.,1832,https://www.marketwatch.com/investing/Stock/1832?countryCode=JP,960,上出来,建設業
Hokkaido Chuo Bus Co. Ltd.,9085,https://www.marketwatch.com/investing/Stock/9085?countryCode=JP,"3,325",悪い,陸運業
Hokuyaku Takeyama Holdings Inc.,3055,https://www.marketwatch.com/investing/Stock/3055?countryCode=JP,869,悪い,卸売業
Holos Holdings Co. Ltd.,5839,https://www.marketwatch.com/investing/Stock/5839?countryCode=JP,,,
Howa Bank Ltd.,8559,https://www.marketwatch.com/investing/Stock/8559?countryCode=JP,490,悪い,銀行業
HyAS & Co. Inc.,6192,https://www.marketwatch.com/investing/Stock/6192?countryCode=JP,,,
i Cubed Systems Inc.,4495,https://www.marketwatch.com/investing/Stock/4495?countryCode=JP,"1,506",上出来,情報・通信業
Ibokin Co. Ltd.,5699,https://www.marketwatch.com/investing/Stock/5699?countryCode=JP,"1,210",上出来,鉄鋼
Impact HD Inc.,6067,https://www.marketwatch.com/investing/Stock/6067?countryCode=JP,,,
Inbound Tech Inc.,7031,https://www.marketwatch.com/investing/Stock/7031?countryCode=JP,"1,093",悪い,サービス業
INCLUSIVE Inc.,7078,https://www.marketwatch.com/investing/Stock/7078?countryCode=JP,749,上出来,サービス業
I-Ne Co. Ltd.,4933,https://www.marketwatch.com/investing/Stock/4933?countryCode=JP,"1,831",上出来,化学
Insight Inc.,2172,https://www.marketwatch.com/investing/Stock/2172?countryCode=JP,376,悪い,サービス業
Interfactory Inc.,4057,https://www.marketwatch.com/investing/Stock/4057?countryCode=JP,563,上出来,情報・通信業
Interworks Inc.,6032,https://www.marketwatch.com/investing/Stock/6032?countryCode=JP,,,
Intimate Merger Inc.,7072,https://www.marketwatch.com/investing/Stock/7072?countryCode=JP,"1,356",上出来,サービス業
